	image_path	class_label
8647	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/flood/images/hurricanematthew_2017-10-09_08-24-42.jpg	flood
8649	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_04-38-07.jpg	not_disaster
8650	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_07-52-57.jpg	not_disaster
8652	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/flood/images/floodwater_2017-07-24_05-35-55.jpg	flood
8653	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/nature_2017-10-30_21-52-58.jpg	not_disaster
8654	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_17-40-53.jpg	not_disaster
8657	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_17-30-16.jpg	not_disaster
8658	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/fires/images/forrestfire_2016-05-08_17-40-16.jpg	fire
8659	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/flood/images/floodwater_2017-07-13_15-17-05.jpg	flood
8663	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_04-55-55.jpg	not_disaster
8665	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/nature_2017-10-30_17-46-31.jpg	not_disaster
8666	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_17-18-43.jpg	not_disaster
8668	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_17-40-22.jpg	not_disaster
8671	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/nature_2017-10-30_17-48-26.jpg	not_disaster
8673	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_16-59-02.jpg	not_disaster
8675	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_09-56-42.jpg	not_disaster
8677	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_03-29-02.jpg	not_disaster
8678	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_06-39-42.jpg	not_disaster
8681	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_05-13-27.jpg	not_disaster
8684	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/flood/images/floodwater_2017-05-30_21-27-36.jpg	flood
8685	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_12-08-02.jpg	not_disaster
8686	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_11-02-33.jpg	not_disaster
8690	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_17-46-27.jpg	not_disaster
8691	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_10-54-52.jpg	not_disaster
8692	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/fires/images/forrestfire_2016-06-18_01-02-55.jpg	fire
8694	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_17-13-08.jpg	not_disaster
8695	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_10-59-52.jpg	not_disaster
8698	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/damaged_nature/images/naturaldisaster_2017-10-16_04-56-54.jpg	fire
8700	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/flood/images/accrafloods_2016-06-10_00-51-32.jpg	flood
8701	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_09-14-52.jpg	not_disaster
8702	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_10-40-30.jpg	not_disaster
8703	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_05-10-47.jpg	not_disaster
8704	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_16-56-06.jpg	not_disaster
8705	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_17-38-05.jpg	not_disaster
8707	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_11-13-04.jpg	not_disaster
8708	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_11-02-27.jpg	not_disaster
8709	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/nature_2017-10-30_17-45-52.jpg	not_disaster
8710	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_16-52-15.jpg	not_disaster
8711	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_07-42-43.jpg	not_disaster
8715	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_10-32-17.jpg	not_disaster
8716	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_12-54-51.jpg	not_disaster
8717	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_03-23-47.jpg	not_disaster
8718	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_08-51-19.jpg	not_disaster
8719	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_09-09-15.jpg	not_disaster
8720	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_03-30-12.jpg	not_disaster
8724	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_17-39-54.jpg	not_disaster
8726	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/cars_2017-10-30_17-50-01.jpg	not_disaster
8727	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_09-03-07.jpg	not_disaster
8728	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_09-14-43.jpg	not_disaster
8730	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_05-05-56.jpg	not_disaster
8731	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_10-32-00.jpg	not_disaster
8733	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_12-23-16.jpg	not_disaster
8734	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_16-50-49.jpg	not_disaster
8736	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_06-04-40.jpg	not_disaster
8737	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/fires/images/forrestfire_2017-10-08_10-56-06.jpg	fire
8738	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_09-13-44.jpg	not_disaster
8741	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_17-27-23.jpg	not_disaster
8742	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_02-10-07.jpg	not_disaster
8743	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_04-07-17.jpg	not_disaster
8744	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_06-08-17.jpg	not_disaster
8745	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_05-59-35.jpg	not_disaster
8746	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_11-49-23.jpg	not_disaster
8747	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_02-20-05.jpg	not_disaster
8748	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/nature_2017-10-30_17-48-28.jpg	not_disaster
8749	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_12-01-15.jpg	not_disaster
8750	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/food_2017-11-23_23-11-17.jpg	not_disaster
8753	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_12-12-34.jpg	not_disaster
8754	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_08-09-33.jpg	not_disaster
8755	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_10-40-53.jpg	not_disaster
8758	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_11-28-54.jpg	not_disaster
8759	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_03-00-33.jpg	not_disaster
8761	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_02-24-09.jpg	not_disaster
8762	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_03-25-45.jpg	not_disaster
8763	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_06-45-42.jpg	not_disaster
8764	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_10-40-49.jpg	not_disaster
8766	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_07-22-44.jpg	not_disaster
8767	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_16-50-01.jpg	not_disaster
8768	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_17-41-16.jpg	not_disaster
8772	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/fires/images/buildingfire_2016-10-09_21-23-01.jpg	fire
8773	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/fires/images/buildingfire_2016-07-29_20-05-38.jpg	fire
8774	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/fires/images/wildfires_2017-11-19_07-45-23.jpg	fire
8775	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_04-51-25.jpg	not_disaster
8776	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_03-07-19.jpg	not_disaster
8778	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_10-13-11.jpg	not_disaster
8779	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_17-30-06.jpg	not_disaster
8782	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/fires/images/buildingfire_2017-03-07_00-21-22.jpg	fire
8784	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_17-02-01.jpg	not_disaster
8785	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_16-57-45.jpg	not_disaster
8787	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_03-44-47.jpg	not_disaster
8788	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_03-13-45.jpg	not_disaster
8789	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_09-40-05.jpg	not_disaster
8790	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_17-40-15.jpg	not_disaster
8792	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/damaged_infrastructure/images/disasters_2017-09-08_22-17-35.jpg	flood
8794	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_17-33-18.jpg	not_disaster
8795	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_17-34-05.jpg	not_disaster
8796	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_04-26-20.jpg	not_disaster
8797	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_12-29-08.jpg	not_disaster
8798	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_12-14-10.jpg	not_disaster
8799	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_16-58-21.jpg	not_disaster
8802	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_08-27-46.jpg	not_disaster
8803	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_06-29-24.jpg	not_disaster
8805	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_01-54-45.jpg	not_disaster
8807	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/nature_2017-10-30_17-47-31.jpg	not_disaster
8810	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_02-32-37.jpg	not_disaster
8811	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_07-59-48.jpg	not_disaster
8812	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_12-30-28.jpg	not_disaster
8813	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_16-59-31.jpg	not_disaster
8815	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/flood/images/hurricanesandy_2017-10-29_17-44-27.jpg	flood
8817	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/nature_2017-10-30_17-46-42.jpg	not_disaster
8819	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_10-35-57.jpg	not_disaster
8820	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_07-34-41.jpg	not_disaster
8821	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_17-35-39.jpg	not_disaster
8822	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_17-20-47.jpg	not_disaster
8823	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_12-07-53.jpg	not_disaster
8824	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_09-37-11.jpg	not_disaster
8826	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_17-01-29.jpg	not_disaster
8829	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_17-44-28.jpg	not_disaster
8830	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/fires/images/buildingfire_2016-12-04_01-51-24.jpg	fire
8831	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_17-25-09.jpg	not_disaster
8832	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/flood/images/floodwater_2017-09-30_05-46-26.jpg	flood
8833	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_09-50-59.jpg	not_disaster
8834	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_04-53-21.jpg	not_disaster
8837	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_02-19-57.jpg	not_disaster
8838	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/nature_2017-10-30_17-47-18.jpg	not_disaster
8840	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_10-27-06.jpg	not_disaster
8841	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_07-03-48.jpg	not_disaster
8842	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_07-21-47.jpg	not_disaster
8843	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/nature_2017-10-30_21-52-11.jpg	not_disaster
8844	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/fires/images/buildingfire_2017-05-13_19-00-09.jpg	fire
8846	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/fires/images/buildingcollapse_2015-03-27_16-58-50.jpg	fire
8847	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_11-09-34.jpg	not_disaster
8848	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/nature_2017-10-30_17-47-20.jpg	not_disaster
8849	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_01-57-33.jpg	not_disaster
8850	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/flood/images/disasters_2017-11-23_03-23-19.jpg	flood
8851	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_07-01-01.jpg	not_disaster
8852	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_07-48-56.jpg	not_disaster
8854	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_11-31-58.jpg	not_disaster
8855	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_12-17-59.jpg	not_disaster
8857	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_17-42-38.jpg	not_disaster
8858	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_17-14-25.jpg	not_disaster
8861	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_03-34-05.jpg	not_disaster
8862	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/fires/images/buildingfire_2017-06-16_16-09-41.jpg	fire
8863	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_02-08-26.jpg	not_disaster
8864	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_03-22-29.jpg	not_disaster
8868	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/nature_2017-10-30_17-45-59.jpg	not_disaster
8870	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_04-05-29.jpg	not_disaster
8871	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_09-30-34.jpg	not_disaster
8872	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_08-49-54.jpg	not_disaster
8873	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/flood/images/disasters_2017-10-13_14-06-16.jpg	flood
8874	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/nature_2017-10-30_21-52-05.jpg	not_disaster
8875	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_09-04-56.jpg	not_disaster
8877	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/food_2017-11-23_23-10-25.jpg	not_disaster
8878	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_08-01-16.jpg	not_disaster
8879	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_05-56-57.jpg	not_disaster
8880	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_17-09-27.jpg	not_disaster
8881	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_05-21-07.jpg	not_disaster
8882	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_11-13-15.jpg	not_disaster
8883	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_08-58-12.jpg	not_disaster
8884	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/damaged_infrastructure/images/buildingcollapse_2014-03-12_16-41-42.jpg	fire
8886	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/fires/images/buildingfire_2017-07-21_00-43-25.jpg	fire
8887	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_09-36-29.jpg	not_disaster
8889	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_03-35-32.jpg	not_disaster
8890	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/building_2017-10-30_17-03-42.jpg	not_disaster
8892	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_11-03-00.jpg	not_disaster
8893	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_11-16-19.jpg	not_disaster
8894	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_12-31-12.jpg	not_disaster
8895	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_02-08-20.jpg	not_disaster
8896	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/fires/images/buildingfire_2017-07-22_01-23-24.jpg	fire
8899	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_09-04-35.jpg	not_disaster
8901	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/fires/images/buildingfire_2016-07-25_02-48-19.jpg	fire
8902	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/fires/images/buildingfire_2016-10-24_18-15-00.jpg	fire
8903	data_disaster_types/data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_04-40-38.jpg	not_disaster
